		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000011001   22   22   29   29   26   32   36   26 10.649455 0.222363 SUCCESS  12
000011011   23   15   25   17   23   34   27   32 12.882975 0.115940 SUCCESS  13
000011101   21   30   28   25   29   16   31   29  9.012379 0.341253 SUCCESS  14
000011111   24   21   24   16   27   16   21   22  7.499093 0.483861 SUCCESS  15
000100011   24   29   26   27   29   24   33   27  5.624367 0.689226 SUCCESS  16
000100101   33   22   29   22   25   17   20   23  7.755941 0.457666 SUCCESS  17
000100111   28   25   20   28   30   22   24   20  4.333506 0.825850 SUCCESS  18
000101001   21   26   29   28   21   28   24   26  3.198873 0.921264 SUCCESS  19
000101011   26   27   19   25   20   24   22   22  2.959236 0.936890 SUCCESS  20
000101101   25   21   24   27   35   24   14   18 11.882062 0.156544 SUCCESS  21
000101111   29   27   22   25   23   32   28   15  8.265666 0.407959 SUCCESS  22
000110011   27   31   28   29   31   31   26   21  7.870464 0.446225 SUCCESS  23
000110101   26   17   23   31   22   28   23   21  5.722340 0.678302 SUCCESS  24
000110111   25   16   22   27   23   26   29   33  7.757265 0.457533 SUCCESS  25
000111001   26   26   32   15   21   24   37   29 14.528657 0.068985 SUCCESS  26
000111011   23   29   21   21   37   24   29   33 12.724762 0.121677 SUCCESS  27
000111101   37   33   25   28   29   28   23   28 12.506309 0.130003 SUCCESS  28
000111111   23   21   20   22   26   24   18   17  5.804425 0.669129 SUCCESS  29
001000011   25   28   25   23   26   21   28   27  2.097338 0.977881 SUCCESS  30
001000101   35   23   30   21   19   20   23   23  8.883293 0.352237 SUCCESS  31
001000111   25   30   30   14   32   24   33   26 12.953145 0.113472 SUCCESS  32
001001011   30   16   33   24   22   19   27   26  9.332777 0.315006 SUCCESS  33
001001101   19   23   20   11   30   17   25   18 15.140988 0.056461 SUCCESS  34
001001111   32   31   21   27   25   26   20   18  7.748660 0.458399 SUCCESS  35
001010011   26   30   27   31   17   25   19   33 10.274775 0.246268 SUCCESS  36
001010101   25   29   21   27   23   25   23   12  8.382174 0.397056 SUCCESS  37
001010111   27   28   22   19   17   21   28   30  7.001947 0.536423 SUCCESS  38
001011011   28   27   20   28   30   25   15   24  7.299175 0.504725 SUCCESS  39
001011101   24   23   26   29   23   20   22   24  2.248270 0.972439 SUCCESS  40
001011111   25   23   22   21   21   32   26   18  5.611789 0.690626 SUCCESS  41
001100101   27   25   28   19   20   24   30   29  5.139135 0.742607 SUCCESS  42
001100111   29   23   23   21   19   32   22   18  7.213118 0.513823 SUCCESS  43
001101011   23   14   18   27   21   31   20   21 10.329719 0.242642 SUCCESS  44
001101101   18   25   22   21   22   24   18   25  4.483113 0.811120 SUCCESS  45
001101111   32   13   18   21   24   23   19   29 12.397744 0.134320 SUCCESS  46
001110101   24   30   38   22   16   22   21   36 18.841455 0.015731 SUCCESS  47
001110111   20   26   22   19   30   27   18   26  5.865989 0.662240 SUCCESS  48
001111011   21   30   26   33   27   33   18   29 11.114827 0.195277 SUCCESS  49
001111101   24   16   26   18   21   22   21   21  6.549814 0.585888 SUCCESS  50
001111111   23   28   19   26   16   23   21   17  7.855238 0.447737 SUCCESS  51
010000011   28   20   20   25   37   15   25   38 20.527518 0.008514 FAILURE  52
010000111   27   30   24   25   24   16   31   22  6.723253 0.566765 SUCCESS  53
010001011   30   22   23   24   23   20   17   18  6.618660 0.578278 SUCCESS  54
010001111   22   28   27   22   28   24   27   18  3.901233 0.865923 SUCCESS  55
010010011   24   37   13   25   31   27   27   23 14.757040 0.064045 SUCCESS  56
010010111   27   19   28   19   23   27   24   28  4.231561 0.835650 SUCCESS  57
010011011   27   22   23   18   39   18   23   24 13.204697 0.104998 SUCCESS  58
010011111   28   22   22   21   21   21   19   22  3.983319 0.858625 SUCCESS  59
010100011   24   26   26   24   25   30   33   19  5.944765 0.653419 SUCCESS  60
010100111   23   25   36   34   11   26   21   28 18.459493 0.018033 SUCCESS  61
010101011   24   31   20   26   17   25   17   11 15.040367 0.058365 SUCCESS  62
010101111   23   30   19   24   25   30   25   17  6.332685 0.610020 SUCCESS  63
010110011   26   18   25   29   23   14   25   26  7.543446 0.479287 SUCCESS  64
010110111   28   25   30   26   17   33   22   27  7.986972 0.434744 SUCCESS  65
010111011   27   19   22   24   20   24   22   25  2.857291 0.942991 SUCCESS  66
010111111   23   19   21   18   21   26   26   21  4.737314 0.785248 SUCCESS  67
011000111   23   26   32   21   24   26   21   26  3.842317 0.871062 SUCCESS  68
011001111   24   25   21   33   23   24   19   20  5.789861 0.670757 SUCCESS  69
011010111   35   22   21   24   16   30   20   18 12.373251 0.135311 SUCCESS  70
011011111   26   15   24   18   19   24   28   28  7.932690 0.440073 SUCCESS  71
011101111   28   30   21   32   22   31   16   28 10.444241 0.235219 SUCCESS  72
011111111   21   25   18   19   13   24   22   23  9.311594 0.316696 SUCCESS  73
100000000   27   28   21   29   25   29   29   24  4.038925 0.853595 SUCCESS  74
100010000   20   19   15   22   33   19   31   20 13.075611 0.109274 SUCCESS  75
100100000   23   21   21   24   30   23   28   24  3.036688 0.932034 SUCCESS  76
100101000   32   16   32   17   27   26   34   27 14.791463 0.063329 SUCCESS  77
100110000   25   19   32   25   26   17   27   19  7.662602 0.467102 SUCCESS  78
100111000   18   27   28   26   22   38   32   24 13.215951 0.104632 SUCCESS  79
101000000   21   31   28   23   21   27   21   33  7.368021 0.497496 SUCCESS  80
101000100   37   23   29   33   38   16   27   18 23.689795 0.002583 FAILURE  81
101001000   23   21   27   18   29   21   29   25  4.892217 0.769032 SUCCESS  82
101001100   33   14   23   21   19   25   26   21 10.135759 0.255626 SUCCESS  83
101010000   21   26   26   28   30   32   34   24  8.946181 0.346856 SUCCESS  84
101010100   20   19   23   32   23   28   25   23  5.315884 0.723342 SUCCESS  85
101011000   27   21   32   22   26   26   21   23  4.257378 0.833187 SUCCESS  86
101011100   38   28   18   27   17   28   20   31 15.943308 0.043199 SUCCESS  87
101100000   26   25   22   27   24   26   25   22  1.028903 0.998059 SUCCESS  88
101100100   16   23   21   18   29   31   23   14 12.702255 0.122513 SUCCESS  89
101101000   24   27   21   29   22   23   21   23  2.578597 0.957965 SUCCESS  90
101101100   26   28   17   28   35   24   22   25  8.554289 0.381277 SUCCESS  91
101110000   29   25   16   27   22   26   20   28  5.909018 0.657423 SUCCESS  92
101110100   23   35   30   20   27   25   26   26  7.512995 0.482425 SUCCESS  93
101111000   31   29   22   30   16   23   18   22  9.365876 0.312377 SUCCESS  94
101111100   25   30   23   26   22   28   28   21  3.368339 0.909164 SUCCESS  95
110000000   22   26   22   32   19   19   33   27  8.934928 0.347815 SUCCESS  96
110000010   20   30   23   25   25   19   25   24  3.519271 0.897689 SUCCESS  97
110000100   26   31   27   18   26   27   28   29  5.818327 0.667574 SUCCESS  98
110001000   23   18   20   22   34   22   31   24  8.883293 0.352237 SUCCESS  99
110001010   28   23   21   26   17   30   26   24  4.994162 0.758200 SUCCESS 100
110010000   25   28   21   27   26   22   23   28  2.325721 0.969363 SUCCESS 101
110010010   30   24   25   24   18   30   36   23 10.207253 0.250780 SUCCESS 102
110010100   26   22   38   23   21   23   31   30 12.021077 0.150266 SUCCESS 103
110011000   22   20   38   24   25   26   20   21 10.340973 0.241905 SUCCESS 104
110011010   23   19   17   20   26   16   24   25  7.575221 0.476023 SUCCESS 105
110100000   18   28   24   25   17   22   19   31  7.949902 0.438379 SUCCESS 106
110100010   33   28   26   29   38   18   23   15 18.087460 0.020580 SUCCESS 107
110100100   23   34   22   20   29   19   29   26  8.189538 0.415178 SUCCESS 108
110101000   22   24   25   25   23   32   30   19  5.376124 0.716722 SUCCESS 109
110101010   19   21   22   31   17   28   19   22  8.161073 0.417896 SUCCESS 110
110101100   24   21   28   27   29   26   18   24  4.079306 0.849898 SUCCESS 111
110110000   22   32   19   22   30   19   24   28  7.290570 0.505631 SUCCESS 112
110110010   20   22   23   24   24   30   28   21  3.527877 0.897015 SUCCESS 113
110110100   27   27   19   18   22   27   31   25  5.934835 0.654531 SUCCESS 114
110111000   27   27   24   23   26   26   27   32  3.615258 0.890063 SUCCESS 115
110111010   20   26   25   20   35   29   20   26  8.350399 0.400012 SUCCESS 116
110111100   32   27   25   31   17   21   15   32 13.595265 0.092944 SUCCESS 117
111000000   26   30   18   27   16   20   23   23  7.432895 0.490726 SUCCESS 118
111000010   29   35   18   24   28   28   21   24  8.995168 0.342704 SUCCESS 119
111000100   21   24   29   31   33   17   36   20 15.215130 0.055095 SUCCESS 120
111000110   22   23   25   26   27   20   25   22  1.815997 0.986142 SUCCESS 121
111001000   32   26   25   19   22   18   26   29  6.790775 0.559366 SUCCESS 122
111001010   27   26   29   18   21   26   24   25  3.647033 0.887484 SUCCESS 123
111001100   20   20   34   24   16   27   21   29 10.213211 0.250379 SUCCESS 124
111010000   33   21   29   29   21   25   22   32  8.614529 0.375849 SUCCESS 125
111010010   23   32   22   20   28   28   22   26  5.045796 0.752670 SUCCESS 126
111010100   20   25   21   17   24   30   24   26  5.094783 0.747399 SUCCESS 127
111010110   27   22   30   23   25   27   18   24  3.985967 0.858387 SUCCESS 128
111011000   18   20   34   27   24   17   17   29 12.288517 0.138788 SUCCESS 129
111011010   32   29   25   22   24   40   42   20 27.868874 0.000500 FAILURE 130
111011100   28   19   24   20   29   27   20   17  6.933101 0.543868 SUCCESS 131
111100000   28   35   19   28   18   24   27   27  9.410229 0.308879 SUCCESS 132
111100010   23   22   26   26   21   16   24   14  8.609233 0.376324 SUCCESS 133
111100100   29   25   15   23   24   21   22   29  6.374390 0.605371 SUCCESS 134
111100110   25   17   23   25   24   23   22   26  2.874502 0.941984 SUCCESS 135
111101000   37   22   27   20   29   19   19   26 11.553058 0.172287 SUCCESS 136
111101010   26   26   17   25   27   38   22   22 11.163813 0.192589 SUCCESS 137
111101100   19   33   27   26   23   25   20   23  5.765368 0.673495 SUCCESS 138
111101110   29   26   23   28   28   33   11   20 13.747521 0.088588 SUCCESS 139
111110000   24   28   24   22   20   23   32   23  4.240167 0.834831 SUCCESS 140
111110010   23   28   23   21   19   20   20   29  4.975626 0.760178 SUCCESS 141
111110100   34   19   19   21   23   26   19   17 10.609736 0.224807 SUCCESS 142
111110110   21   21   24   27   18   24   26   24  3.128703 0.926023 SUCCESS 143
111111000   20   23   18   20   26   22   24   19  5.050430 0.752173 SUCCESS 144
111111010   27   17   20   29   22   24   26   22  4.925316 0.765528 SUCCESS 145
111111100   16   23   20   20   16   29   22   21  9.328805 0.315322 SUCCESS 146
111111110   21   25   18   19   13   24   22   23  9.311594 0.316696 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   24   20   17   17   22   28   19  7.736082 0.459666 SUCCESS   0
000000011   23   22   16   22   16   21   19   18 10.005349 0.264651 SUCCESS   1
000000101   23   27   20   23   26   27   29   26  2.673261 0.953162 SUCCESS   2
000000111   21   27   18   26   22   18   21   26  5.195404 0.736502 SUCCESS   3
000001001   31   22   19   17   19   22   24   20  7.948578 0.438509 SUCCESS   4
000001011   24   37   19   31   12   24   29   24 17.238802 0.027716 SUCCESS   5
000001101   35   23   30   20   33   28   24   20 11.504071 0.174740 SUCCESS   6
000001111   25   21   16   27   22   18   25   29  6.670295 0.572587 SUCCESS   7
000010001   27   32   29   19   31   20   23   28  8.165045 0.417516 SUCCESS   8
000010011   24   29   22   21   24   27   27   26  2.325721 0.969363 SUCCESS   9
000010101   28   22   17   25   33   28   30   31  9.987475 0.265906 SUCCESS  10
000010111   25   26   19   23   24   27   34   17  7.959831 0.437404 SUCCESS  11
000011001   26   23   24   23   21   20   23   20  2.492540 0.962078 SUCCESS  12
000011011   23   23   33   23   29   25   24   22  4.546001 0.804813 SUCCESS  13
000011101   17   22   24   21   20   25   27   28  4.730032 0.786002 SUCCESS  14
000011111   25   13   25   25   19   23   21   33 10.491904 0.232182 SUCCESS  15
000100011   31   31   30   25   23   30   28   27  7.285936 0.506120 SUCCESS  16
000100101   35   27   27   21   21   21   20   36 13.325178 0.101140 SUCCESS  17
000100111   27   24   22   27   20   28   25   24  2.215171 0.973694 SUCCESS  18
000101001   17   21   24   31   26   26   25   31  6.740464 0.564876 SUCCESS  19
000101011   26   22   18   27   27   24   30   28  4.546001 0.804813 SUCCESS  20
000101101   26   25   24   25   18   23   21   25  2.468047 0.963204 SUCCESS  21
000101111   29   33   29   21   22   30   30   13 13.824972 0.086443 SUCCESS  22
000110011   28   25   27   13   30   24   20   23  8.594670 0.377633 SUCCESS  23
000110101   20   27   39   14   26   23   35   22 19.917172 0.010654 SUCCESS  24
000110111   22   26   24   23   20   27   18   27  3.569581 0.893723 SUCCESS  25
000111001   22   26   21   27   16   24   19   25  5.373476 0.717014 SUCCESS  26
000111011   21   29   22   20   20   23   28   31  5.748157 0.675418 SUCCESS  27
000111101   29   18   25   26   27   15   20   23  7.687096 0.464617 SUCCESS  28
000111111   17   20   28   25   22   25   28   26  4.620805 0.797229 SUCCESS  29
001000011   15   18   27   26   37   16   25   31 17.449974 0.025750 SUCCESS  30
001000101   14   33   24   29   29   26   34   18 15.265440 0.054185 SUCCESS  31
001000111   25   31   34   26   21   25   23   27  6.750394 0.563787 SUCCESS  32
001001011   30   26   26   23   27   30   21   34  7.640757 0.469325 SUCCESS  33
001001101   22   20   22   22   28   27   21   29  3.773471 0.876961 SUCCESS  34
001001111   20   22   23   22   24   30   22   20  3.789359 0.875611 SUCCESS  35
001010011   28   23   21   25   26   25   21   32  4.198462 0.838788 SUCCESS  36
001010101   28   24   15   29   26   26   31   22  7.503065 0.483451 SUCCESS  37
001010111   22   23   15   25   24   24   29   32  7.442825 0.489693 SUCCESS  38
001011011   28   34   27   25   28   24   16   32 10.750076 0.216266 SUCCESS  39
001011101   23   28   17   26   23   30   27   12 11.271716 0.186774 SUCCESS  40
001011111   33   29   26   25   27   32   34   22 11.040023 0.199442 SUCCESS  41
001100101   27   30   19   30   25   27   37   23 11.292900 0.185649 SUCCESS  42
001100111   23   27   24   22   21   19   18   20  4.898175 0.768402 SUCCESS  43
001101011   17   24   27   16   28   27   34   18 12.077346 0.147786 SUCCESS  44
001101101   24   24   21   33   30   22   30   25  6.555110 0.585301 SUCCESS  45
001101111   23   26   22   22   23   26   25   25  0.901141 0.998799 SUCCESS  46
001110101   16   25   22   33   21   21   19   30  9.924587 0.270359 SUCCESS  47
001110111   19   34   18   22   17   28   27   26 10.382677 0.239187 SUCCESS  48
001111011   21   20   23   30   26   17   15   29  9.788219 0.280206 SUCCESS  49
001111101   30   21   25   26   26   29   25   17  5.282785 0.726968 SUCCESS  50
001111111   16   14   25   27   22   28   21   24  9.160663 0.328925 SUCCESS  51
010000011   30   23   22   24   22   18   26   24  3.756260 0.878418 SUCCESS  52
010000111   19   20   23   22   29   13   16   28 12.320292 0.137475 SUCCESS  53
